ClientID,JoinDate,Gender,Married,Birth,MarvelFavoriteCharacter,Occupation,Iron Man,The Incredible Hulk,Iron Man 2,Thor,Captain America: The First Avenger,The Avengers,Iron Man 3,Thor: The Dark World,Captain America: The Winter Soldier,Guardians of Galaxy,Avengers: Age of Ultron,Ant-Man,Captain America: Civil War,Doctor Strange,Guardians of Galaxy 2,Spider-Man: Homecoming,Thor: Ragnarok,Black Panther,Avengers: Infinity War,Ant-Man and the Wasp,Captain Marvel,Avengers: Endgame,Spider-Man: Far From Home,Black Widow,Shang-Chi and the Legend of the Ten Rings,Eternals,Spider-Man: No Way Home
UAD9UFS,1/11/2019,F,M,1966,Ant-Man,politicians,6,1,1,-1,-1,-1,1,10,2,10,4,10,0,7,1,-1,0,6,8,10,5,-1,0,-1,-1,3,1
0HGDMYJ,1/4/2018,M,M,1989,Pepper Potts,politicians,10,3,10,-1,-1,-1,10,-1,-1,8,1,6,7,0,2,6,1,6,-1,5,0,-1,5,8,-1,-1,1
3U3R6JT,1/12/2018,M,M,1969,Iron Man,politicians,10,1,10,3,-1,10,10,0,-1,-1,0,7,6,3,9,-1,-1,10,-1,9,6,6,-1,6,2,-1,1
SVGHG5T,1/1/2017,F,M,1989,Thanos,hotel/restaurant,5,0,7,6,5,10,-1,10,7,-1,10,3,10,3,7,2,3,1,10,1,-1,10,-1,10,5,1,-1
AZ49AMW,1/11/2019,M,M,1975,Black Widow,politicians,3,10,3,-1,8,2,10,7,2,0,9,2,4,6,-1,-1,-1,9,7,1,7,6,4,10,0,10,-1
FLFOXWV,1/2/2019,M,M,1967,Thor,shopkeepers,0,-1,7,10,4,7,7,10,-1,9,5,-1,-1,7,5,10,10,8,5,5,9,4,-1,1,3,1,1
LRQ7GE3,1/1/2020,M,M,1985,Pepper Potts,politicians,10,9,10,9,1,5,10,-1,6,2,1,10,7,9,-1,2,5,1,7,9,5,5,6,-1,-1,7,-1
1H0N2RV,1/8/2018,F,W,1967,Iron Man,politicians,10,-1,10,2,-1,1,10,0,5,9,9,3,-1,8,5,3,-1,2,7,9,5,-1,5,0,10,7,0
9SEB1YQ,1/5/2018,M,M,1980,MJ,shopkeepers,2,-1,-1,6,0,-1,8,5,-1,6,0,5,2,7,6,10,1,-1,1,9,2,-1,10,-1,8,-1,10
6W6J3YA,1/3/2018,M,M,1978,Thanos,politicians,7,8,6,3,0,10,4,1,-1,5,10,5,0,1,8,7,3,1,10,10,2,10,-1,0,-1,2,8
YMSRQV1,1/7/2011,M,U,1963,Iron Man,politicians,10,-1,10,-1,7,9,10,-1,10,0,-1,5,-1,-1,10,-1,3,-1,-1,8,1,-1,4,1,-1,-1,7
DG9QK31,1/12/2019,M,M,1987,Pepper Potts,politicians,10,-1,10,-1,2,-1,10,4,9,3,9,0,-1,-1,10,-1,-1,-1,10,1,-1,6,-1,-1,7,3,7
1B6KEDN,1/1/2015,M,U,1970,Iron Man,politicians,10,-1,10,1,-1,-1,10,9,-1,0,5,6,4,1,-1,9,-1,1,-1,-1,-1,2,0,-1,8,8,2
05T2K6S,1/2/2020,M,U,1974,Iron Man,politicians,10,1,10,7,0,1,10,1,-1,6,2,9,7,9,9,1,8,5,-1,10,-1,4,6,5,-1,8,8
RDBJMQK,1/9/2017,M,M,1968,Iron Man,hotel/restaurant,10,8,10,9,3,0,10,7,1,-1,2,6,10,-1,-1,-1,5,-1,2,0,3,2,7,8,3,8,1
2PWAWY3,1/1/2020,M,M,1971,Pepper Potts,engineers,10,0,10,3,-1,-1,10,2,7,6,5,-1,3,4,-1,3,-1,5,7,7,-1,4,9,5,4,1,0
1QRTRFM,1/10/2017,M,M,1973,Thanos,politicians,7,1,1,-1,-1,10,8,-1,3,8,10,10,-1,1,-1,-1,8,2,10,5,-1,10,7,6,3,0,7
QUJVRSM,1/4/2018,M,M,1980,Spider-Man,shopkeepers,8,2,4,2,2,7,7,-1,6,4,10,-1,-1,5,-1,10,-1,1,5,4,0,10,10,10,1,3,10
42J1P1F,1/6/2018,M,M,1992,Groot,politicians,6,7,-1,5,9,2,4,-1,0,10,2,1,9,-1,10,-1,-1,2,7,6,-1,6,7,-1,4,-1,5
5XATG9H,1/1/2018,M,M,1970,Black Widow,politicians,6,6,-1,7,8,0,9,4,6,10,-1,6,5,10,9,-1,4,-1,1,5,7,-1,-1,10,-1,-1,7
8BIKYXY,1/10/2019,M,M,1995,Groot,hotel/restaurant,8,9,-1,6,10,10,8,10,-1,10,4,1,-1,8,10,-1,1,8,-1,4,10,9,1,-1,5,9,0
VEKTCL8,1/11/2018,F,M,1991,Black Widow,hotel/restaurant,0,3,-1,4,-1,8,-1,9,3,6,-1,-1,2,0,-1,9,8,7,1,8,1,-1,10,10,-1,8,10
PIA75A8,1/9/2018,F,M,1975,Spider-Man,politicians,10,6,-1,10,4,-1,7,-1,2,5,2,7,5,5,7,10,-1,-1,1,2,-1,-1,10,-1,6,1,10
IG6L2E5,1/2/2019,M,M,1968,Spider-Man,politicians,10,-1,4,4,3,2,2,7,2,6,0,8,5,9,3,10,-1,2,-1,-1,4,-1,10,6,9,1,10
3MYDPPH,1/5/2012,F,U,1970,Captain America,politicians,2,-1,-1,-1,10,8,1,8,10,-1,9,3,10,9,-1,8,1,-1,0,10,-1,0,1,-1,3,-1,-1
RCAC8KX,1/8/2015,F,S,1979,Thor,politicians,8,-1,3,10,2,4,-1,10,-1,10,-1,2,5,9,2,10,10,4,4,3,10,3,8,2,4,-1,-1
0GJ17T9,1/1/2019,M,M,1988,Iron Man,politicians,10,8,10,5,-1,0,10,4,3,7,2,-1,7,-1,2,10,-1,-1,-1,5,10,5,1,8,-1,0,0
3RM1O6E,1/5/2019,M,M,1983,MJ,shopkeepers,-1,-1,-1,3,0,-1,-1,10,0,-1,-1,-1,1,8,1,10,3,-1,0,2,5,-1,10,5,-1,-1,10
7W16FXD,1/12/2017,F,M,1984,Iron Man,politicians,10,-1,10,4,3,-1,10,6,10,2,3,-1,-1,-1,2,5,-1,6,9,9,7,-1,9,1,8,0,0
OK098GQ,1/1/2019,M,M,1973,Groot,hotel/restaurant,1,6,-1,-1,8,6,8,3,2,10,9,9,3,5,10,-1,4,1,-1,-1,-1,8,9,9,3,3,3
W53BWER,1/11/2019,M,U,1980,Iron Man,politicians,10,-1,10,10,3,-1,10,-1,3,2,4,-1,1,0,4,0,9,-1,-1,6,5,2,5,0,-1,-1,-1
NU374ZG,1/3/2019,M,M,1969,Thanos,politicians,-1,-1,8,2,-1,10,-1,1,-1,-1,10,10,8,0,9,-1,1,1,10,-1,0,10,-1,10,-1,0,8
BQ5KTR3,1/11/2017,M,M,1982,Iron Man,politicians,10,-1,10,10,10,-1,10,-1,-1,6,-1,0,5,8,4,-1,0,3,0,8,-1,3,-1,5,0,5,8
YQCTKSB,1/8/2018,M,M,1994,Iron Man,politicians,10,-1,10,2,8,0,10,3,-1,-1,-1,-1,-1,8,4,1,9,3,1,6,-1,10,7,-1,7,5,2
N19OEM9,1/12/2017,F,M,1974,Iron Man,politicians,10,7,10,-1,2,6,10,1,10,7,6,4,-1,8,10,-1,7,5,-1,-1,-1,9,7,-1,10,8,4
HI3PSV1,1/8/2018,M,M,1984,Iron Man,hotel/restaurant,10,0,10,-1,0,-1,10,10,2,1,4,-1,7,5,7,6,8,4,7,9,8,0,-1,9,0,0,-1
NEBRU50,1/1/2018,F,S,1984,Captain America,politicians,1,5,-1,1,10,5,7,5,10,9,-1,10,10,5,-1,9,-1,-1,-1,-1,10,4,-1,8,6,-1,-1
I66HGCV,1/7/2012,M,S,1986,Spider-Man,politicians,8,-1,5,-1,5,5,-1,-1,0,5,2,1,-1,10,-1,10,-1,8,10,-1,6,-1,10,-1,0,6,10
OX43C3A,1/6/2020,M,D,1972,Black Widow,politicians,0,6,-1,7,-1,8,-1,0,-1,7,10,-1,5,-1,5,8,4,-1,8,3,0,-1,5,10,0,0,-1
6MBELJ5,1/4/2020,M,M,1969,Ant-Man,politicians,6,-1,8,3,-1,-1,2,8,7,1,-1,10,6,8,1,0,10,-1,4,10,2,10,3,6,5,-1,6
DB64K3P,1/4/2019,M,M,1981,Thanos,hotel/restaurant,9,2,-1,-1,10,10,-1,6,7,5,10,7,-1,1,6,-1,10,0,10,-1,-1,10,0,6,-1,7,-1
2CT50Z5,1/6/2020,F,M,1961,Spider-Man,politicians,2,7,-1,8,4,1,-1,6,1,-1,5,5,2,3,1,10,-1,7,-1,-1,2,-1,10,9,-1,-1,10
CAGXUVS,1/10/2013,M,U,1979,Captain America,politicians,5,-1,3,9,10,-1,-1,-1,10,8,-1,4,10,9,5,8,4,6,7,4,0,5,9,2,-1,-1,-1
51IYPV2,1/4/2020,M,U,1967,Iron Man,politicians,10,-1,10,-1,-1,3,10,-1,7,-1,-1,1,6,-1,3,6,-1,3,-1,8,7,1,7,8,2,5,3
R3VDE06,1/5/2020,M,S,1992,Captain America,politicians,-1,-1,10,2,10,9,9,8,10,5,-1,3,10,4,8,-1,4,-1,-1,-1,-1,-1,6,-1,6,7,9
7FPPGDS,1/6/2020,M,M,1984,Groot,freelancers,1,5,5,0,0,-1,-1,-1,-1,10,3,-1,7,-1,10,6,9,3,1,-1,5,-1,2,-1,4,5,4
JUGN0VX,1/8/2015,F,M,1978,Iron Man,politicians,10,4,10,4,8,9,10,7,0,2,-1,3,8,-1,-1,-1,9,9,-1,2,-1,4,2,8,-1,8,8
77YBJLH,1/7/2017,M,M,1976,Iron Man,shopkeepers,10,-1,10,9,5,9,10,-1,3,4,10,-1,2,-1,2,10,-1,3,-1,4,10,2,1,3,-1,-1,10
E3VBDJP,1/12/2017,F,M,1993,Thanos,hotel/restaurant,3,-1,5,10,-1,10,0,2,-1,7,10,5,2,0,-1,0,-1,4,10,5,9,10,-1,10,-1,0,-1
QC3B162,1/6/2012,F,U,1966,Captain America,politicians,0,-1,8,5,10,4,2,-1,10,-1,5,10,10,-1,9,9,-1,8,-1,8,-1,7,1,-1,4,8,-1
THK839U,1/12/2016,M,M,1978,Black Widow,hotel/restaurant,1,8,1,-1,-1,1,3,7,-1,6,7,2,-1,0,3,-1,0,9,5,-1,-1,10,2,10,-1,1,10
T61U7QD,1/1/2017,M,M,1981,Groot,politicians,-1,-1,-1,0,2,-1,-1,1,-1,10,9,-1,7,0,10,4,9,0,-1,-1,3,-1,8,-1,-1,6,0
W7A8XK0,1/6/2018,M,M,1984,Groot,hotel/restaurant,-1,-1,10,1,2,0,-1,5,-1,10,-1,5,7,0,10,6,-1,9,1,10,9,5,10,7,6,9,10
UGCMCLF,1/12/2018,M,M,1989,Black Widow,shopkeepers,9,-1,1,9,-1,-1,9,1,-1,-1,2,8,-1,5,-1,-1,-1,3,-1,-1,-1,10,0,10,2,9,0
SH0W3NB,1/5/2020,F,M,1991,Captain America,politicians,1,8,-1,9,10,0,-1,1,10,-1,4,0,10,-1,9,7,1,3,2,-1,-1,2,1,7,-1,10,1
KFH3G3C,1/12/2019,M,M,1984,Iron Man,politicians,10,6,10,7,7,-1,10,-1,0,-1,6,7,5,4,-1,10,0,-1,0,4,10,-1,8,6,1,1,6
SR8Q4T6,1/6/2019,F,S,1990,Groot,politicians,1,4,-1,-1,10,10,-1,8,7,10,-1,5,-1,-1,10,9,0,-1,10,5,8,7,3,-1,-1,-1,10
FO0V8FX,1/4/2018,M,M,1980,Black Widow,shopkeepers,5,8,-1,7,6,-1,7,1,1,3,1,7,0,8,2,10,0,-1,10,6,4,-1,1,10,4,2,2
41SDNF4,1/8/2019,F,M,1975,Thanos,politicians,-1,6,-1,7,5,10,2,0,-1,-1,10,8,7,4,9,-1,-1,-1,10,9,5,10,-1,10,4,-1,0
0QK9L9M,1/11/2016,M,M,1985,Groot,freelancers,-1,6,1,-1,2,10,4,2,1,10,8,7,7,0,10,2,10,-1,-1,-1,1,-1,-1,-1,3,7,2
ZH1EO88,11/1/2013,M,S,1988,Gamora,hotel/restaurant,-1,10,4,-1,0,10,-1,3,3,10,10,7,3,9,10,-1,5,10,10,10,-1,10,1,8,-1,0,8
HE6IZ8H,1/11/2019,F,M,1984,Thor,politicians,-1,7,4,10,6,-1,2,10,-1,8,6,7,0,6,6,8,10,10,-1,-1,4,0,-1,7,10,-1,1
3Y2K66S,1/7/2011,M,M,1979,Captain America,hotel/restaurant,5,7,5,-1,10,6,6,10,10,2,3,10,10,-1,-1,6,-1,-1,3,4,1,2,8,1,-1,1,-1
1SCGVBE,1/5/2019,F,M,1990,Loki,politicians,-1,5,1,10,0,-1,-1,10,9,4,-1,8,-1,-1,2,2,10,2,4,8,2,-1,5,-1,1,9,7
EKAEK1E,1/4/2019,M,M,1979,Spider-Man,shopkeepers,-1,10,0,8,5,-1,-1,8,-1,2,10,10,5,-1,7,10,6,-1,-1,-1,4,0,10,-1,2,-1,10
2PF8UXQ,1/10/2019,F,M,1976,MJ,politicians,8,5,6,0,6,6,4,5,-1,1,5,-1,-1,-1,2,10,1,0,8,2,2,-1,10,10,10,6,10
F7AI9RI,1/4/2020,M,M,1997,Spider-Man,shopkeepers,2,5,3,-1,8,0,9,-1,8,-1,2,6,8,1,5,10,7,1,9,8,4,1,10,4,5,3,10
PVT2BFY,1/2/2019,M,M,1986,Iron Man,politicians,10,-1,10,4,5,8,10,-1,4,-1,8,10,9,2,10,6,5,-1,0,-1,5,3,6,8,-1,-1,3
MPVPJK6,1/8/2012,F,U,1936,Captain America,politicians,-1,4,-1,4,10,-1,7,3,10,9,3,7,10,7,-1,-1,9,-1,6,6,8,9,9,2,10,6,0
504IEZ3,1/2/2020,F,U,1984,Iron Man,hotel/restaurant,10,-1,10,-1,10,-1,10,4,0,-1,2,-1,4,6,-1,5,-1,-1,4,-1,-1,9,5,0,1,4,4
4B40KVH,1/1/2020,F,S,1986,Iron Man,hotel/restaurant,10,-1,10,-1,4,10,10,7,-1,-1,-1,-1,-1,4,0,-1,2,1,6,-1,9,8,-1,-1,3,-1,6
5G25S6I,1/8/2019,M,M,1987,Iron Man,hotel/restaurant,10,4,10,2,5,0,10,7,-1,9,6,7,9,-1,9,5,1,-1,-1,5,0,-1,1,6,8,8,6
22ROCTM,1/1/2019,M,M,1984,Thanos,politicians,5,-1,-1,-1,3,10,-1,1,-1,5,10,10,3,8,-1,3,0,-1,10,8,7,10,8,7,9,-1,0
SS18ASL,1/2/2012,M,U,1977,Iron Man,politicians,10,-1,10,7,3,0,10,3,7,2,-1,9,8,-1,10,6,5,-1,5,-1,8,0,-1,4,0,3,9
9RAOHXO,1/5/2018,M,M,1987,MJ,shopkeepers,8,7,3,6,5,0,5,-1,-1,-1,3,-1,-1,-1,3,10,7,0,8,0,5,-1,10,-1,8,-1,10
GXCN6SD,1/1/2017,M,S,1985,Thanos,hotel/restaurant,-1,-1,1,1,-1,10,6,6,6,-1,10,8,3,6,-1,0,0,-1,10,2,-1,10,6,-1,6,-1,-1
6340K1V,1/6/2019,M,M,1983,Black Widow,politicians,4,9,8,-1,-1,-1,10,7,4,-1,-1,0,2,-1,-1,-1,9,10,2,9,1,7,1,10,10,5,1
NJD9HTD,1/11/2012,M,U,1990,Iron Man,hotel/restaurant,10,-1,10,3,8,-1,10,-1,9,3,1,6,-1,5,3,5,3,2,2,2,-1,0,10,5,5,-1,2
WVEKZKF,1/8/2019,M,M,1963,Spider-Man,politicians,2,-1,-1,7,1,-1,2,7,-1,6,1,1,-1,10,1,10,6,3,-1,-1,4,9,10,-1,10,7,10
P7WXKI5,1/3/2018,M,M,1991,Captain America,freelancers,-1,5,-1,6,10,2,1,4,10,1,7,8,10,8,2,7,-1,10,-1,6,7,-1,-1,-1,3,7,5
ICFAO1Y,1/2/2020,M,M,1986,Iron Man,politicians,10,6,10,7,0,7,10,7,8,10,6,5,-1,-1,-1,5,3,-1,10,4,1,3,10,2,9,8,-1
YBRJ5EX,1/4/2017,M,M,1993,Black Widow,hotel/restaurant,5,9,1,7,-1,-1,-1,5,-1,-1,8,6,10,1,-1,-1,5,4,8,9,6,-1,-1,10,5,5,7
TLIF4ID,1/5/2020,F,M,1991,Thanos,politicians,-1,3,-1,6,0,10,-1,-1,-1,-1,10,-1,8,-1,2,9,0,6,10,6,2,10,7,7,-1,9,0
RAIWCMH,1/6/2020,M,U,1974,Iron Man,politicians,10,-1,10,5,-1,2,10,0,4,7,3,8,5,3,3,8,-1,-1,8,8,-1,7,4,7,-1,-1,-1
OKR8YP8,1/1/2019,M,U,1996,Iron Man,politicians,10,8,10,5,1,-1,10,9,6,5,-1,-1,0,10,10,0,3,0,7,7,4,-1,0,-1,-1,4,2
06KF0HX,1/10/2019,M,M,1968,Doctor Strange,politicians,2,7,0,3,1,9,4,0,2,1,3,2,2,10,-1,-1,8,8,-1,-1,3,-1,-1,10,-1,9,10
5U5KZYG,1/7/2015,M,U,1980,Iron Man,hotel/restaurant,10,3,10,0,10,10,10,-1,5,-1,3,-1,-1,7,-1,-1,2,-1,3,-1,3,5,5,8,-1,1,4
3283O1Y,1/9/2010,M,U,1976,Iron Man,hotel/restaurant,10,9,10,0,-1,2,10,-1,-1,3,-1,-1,9,10,2,1,7,7,6,0,3,-1,-1,10,8,10,1
DHM5RP4,1/1/2020,M,M,1983,Thanos,politicians,-1,9,-1,5,8,10,7,-1,7,2,10,-1,10,-1,3,6,4,-1,10,9,4,10,10,0,-1,8,9
TY7GLQE,1/8/2019,M,M,1973,Spider-Man,politicians,1,9,-1,0,1,3,2,0,7,-1,9,4,10,9,-1,10,2,-1,-1,5,5,-1,10,8,7,9,10
1JSQPIZ,1/7/2020,F,M,1990,MJ,hotel/restaurant,8,0,-1,2,5,-1,1,0,7,6,-1,4,5,-1,5,10,-1,10,8,3,1,4,10,0,2,2,10
A4XD30M,1/8/2016,M,M,1989,Iron Man,hotel/restaurant,10,-1,10,0,3,-1,10,-1,-1,4,4,-1,-1,-1,3,-1,4,6,-1,-1,9,0,3,7,-1,10,3
CXMS6M3,1/3/2018,F,M,1973,Iron Man,politicians,10,0,10,-1,10,1,10,6,9,5,6,7,5,9,7,-1,1,10,-1,-1,8,-1,3,0,7,10,7
JTWW2EF,1/11/2018,F,M,1986,Spider-Man,politicians,9,-1,-1,10,-1,1,0,-1,-1,-1,8,10,2,-1,0,10,6,10,8,9,-1,-1,10,-1,-1,-1,10
98DTC39,1/6/2017,M,U,1980,Loki,politicians,1,-1,4,10,8,-1,8,10,10,10,5,8,-1,4,0,9,10,4,10,-1,8,7,9,0,-1,10,9
SOEZNRR,1/12/2016,M,M,1991,Spider-Man,freelancers,10,9,0,-1,-1,10,9,9,-1,-1,0,8,10,10,0,10,6,10,-1,-1,8,2,10,-1,3,8,10
Q48EHSJ,1/8/2017,M,M,1979,Thanos,politicians,-1,8,3,6,-1,10,3,1,4,-1,10,8,6,-1,-1,-1,-1,-1,10,7,9,10,2,0,5,9,1
17S7DIQ,1/2/2018,M,M,1980,Black Widow,politicians,-1,-1,9,-1,3,10,10,0,-1,-1,8,3,3,3,2,0,1,2,-1,0,-1,10,5,10,2,9,-1
XZR4LFQ,1/8/2019,M,M,1972,Groot,politicians,2,7,6,9,9,6,7,0,-1,10,-1,-1,2,0,10,4,-1,10,4,3,6,4,-1,-1,-1,4,2
HSWJ8OV,1/9/2014,M,M,1975,Black Widow,politicians,8,0,6,8,5,-1,-1,7,-1,-1,4,1,9,-1,-1,8,6,1,7,-1,9,-1,2,10,9,2,-1
TNFH48W,1/7/2019,M,U,1999,Iron Man,politicians,10,-1,10,-1,4,7,10,4,4,5,9,7,9,6,0,9,-1,-1,-1,7,-1,-1,8,6,7,-1,-1
WMLKK9V,1/10/2016,M,M,1988,Loki,hotel/restaurant,0,10,-1,10,9,3,10,10,4,8,6,-1,5,1,-1,9,10,7,10,10,-1,-1,4,7,7,4,8
CINOASV,1/5/2018,M,M,1980,Black Widow,politicians,5,2,-1,-1,-1,2,9,3,4,4,0,4,3,-1,1,8,7,6,6,8,-1,2,8,10,0,7,1
SQLGV93,1/9/2019,M,M,1985,Groot,politicians,10,6,7,0,6,10,8,5,-1,10,-1,3,2,4,10,7,0,-1,7,-1,-1,2,9,8,-1,0,9
GL74ANS,1/8/2013,M,U,1988,Iron Man,politicians,10,-1,10,2,9,6,10,7,10,6,7,4,-1,7,1,7,7,9,9,8,4,-1,-1,8,0,7,3
SJLHBWW,1/10/2016,M,M,1967,Spider-Man,politicians,0,9,8,10,-1,-1,5,10,6,3,-1,1,9,10,5,10,2,5,0,1,-1,0,10,10,10,1,10
LEDE7TG,1/8/2013,M,U,1989,Iron Man,hotel/restaurant,10,-1,10,1,0,2,10,10,10,6,2,-1,10,0,3,5,8,6,-1,10,4,7,6,7,7,7,10
TDAOP1Q,1/7/2017,M,M,1981,Black Widow,hotel/restaurant,-1,10,-1,9,5,9,-1,1,2,-1,2,1,2,9,-1,2,3,-1,10,-1,5,6,7,10,2,4,3
VT9A7SW,1/6/2020,M,M,1993,Doctor Strange,politicians,1,7,8,-1,-1,-1,3,10,3,8,1,1,2,10,-1,5,9,9,-1,0,5,-1,8,7,2,3,4
XVUG8EL,1/5/2018,M,M,1976,Groot,shopkeepers,10,-1,-1,8,5,-1,7,-1,5,10,1,10,0,2,10,-1,3,-1,-1,-1,2,9,7,0,9,6,-1
EBDKFJX,1/2/2018,M,M,1961,Thanos,politicians,0,1,6,3,3,10,-1,-1,1,4,10,-1,7,-1,10,4,1,5,10,10,3,10,-1,2,-1,1,-1
P16567M,1/9/2016,F,M,1990,Iron Man,hotel/restaurant,10,-1,10,4,4,-1,10,3,-1,6,10,6,8,8,-1,-1,-1,0,6,5,2,1,0,9,0,3,8
N0JR7HQ,1/4/2019,M,M,1986,MJ,shopkeepers,-1,-1,-1,9,1,-1,-1,2,-1,5,3,-1,5,7,3,10,-1,6,-1,1,3,3,10,7,10,3,10
ZE0NVRP,1/6/2020,M,M,1975,Doctor Strange,politicians,1,7,9,7,7,-1,-1,-1,-1,3,-1,1,4,10,-1,4,10,9,4,-1,3,0,0,2,0,1,1
CGAVIP1,1/1/2018,F,M,1994,Groot,politicians,8,10,6,3,1,-1,5,0,8,10,5,8,2,8,10,-1,-1,10,8,10,-1,5,-1,-1,-1,-1,0
QL89DEF,1/9/2018,M,S,1979,Captain America,politicians,7,-1,0,-1,10,-1,4,-1,10,8,1,-1,10,8,1,9,3,8,10,5,6,-1,4,-1,-1,2,-1
F5GDSIO,1/9/2017,F,S,1977,Groot,politicians,6,6,9,-1,2,7,4,-1,-1,10,-1,9,-1,0,10,3,-1,9,6,8,-1,-1,-1,3,-1,6,6
4BGZ39Z,1/4/2020,M,M,1980,Iron Man,politicians,10,-1,10,1,5,-1,10,5,-1,7,6,3,6,7,10,6,4,-1,3,6,4,4,2,5,-1,10,10
Z24NCJE,1/9/2019,F,U,1972,Iron Man,hotel/restaurant,10,2,10,-1,6,-1,10,6,4,3,3,0,1,3,-1,6,0,7,2,1,-1,7,8,10,3,-1,10
6HA4AIZ,1/5/2018,M,M,1971,Iron Man,shopkeepers,10,4,10,-1,6,1,10,3,-1,9,3,-1,0,2,1,6,0,-1,0,3,-1,10,5,0,-1,0,6
JVMGW3N,1/11/2019,M,M,1983,Iron Man,politicians,10,10,10,2,5,9,10,-1,-1,2,2,2,2,-1,-1,3,2,-1,6,2,3,8,5,3,0,-1,-1
O6O1T48,1/5/2018,M,M,1994,Iron Man,shopkeepers,10,5,10,9,9,-1,10,9,-1,1,6,4,10,0,10,10,4,10,1,3,6,6,7,4,2,-1,-1
MOMK3Y2,1/11/2019,F,M,1977,Black Widow,politicians,4,7,1,-1,-1,1,1,-1,2,2,5,9,0,7,9,7,3,-1,7,10,-1,-1,7,10,-1,5,-1
M7VJTWP,1/5/2012,F,U,1984,Captain America,politicians,2,-1,5,5,10,4,1,6,10,0,-1,8,10,8,9,-1,9,2,1,5,1,9,4,3,2,1,5
B0GGD21,1/12/2017,F,S,1990,Captain America,politicians,2,-1,0,8,10,9,7,9,10,3,4,5,10,3,-1,3,-1,3,-1,3,3,10,1,-1,1,-1,2
RB06O27,1/12/2016,M,M,1988,Iron Man,hotel/restaurant,10,4,10,2,1,2,10,1,8,-1,10,-1,0,4,4,2,1,-1,3,7,1,0,9,4,-1,3,0
OBALYD7,1/7/2016,M,M,1963,Iron Man,politicians,10,9,10,0,2,0,10,-1,5,-1,-1,-1,0,9,0,9,-1,0,0,-1,-1,6,6,-1,-1,6,3
Z4PIJ4C,1/2/2018,M,M,1973,Black Widow,shopkeepers,3,6,-1,2,-1,3,-1,-1,-1,10,-1,9,9,5,0,7,0,2,6,7,-1,7,3,10,-1,-1,6
VYNNL5J,1/8/2018,M,M,1987,Thanos,shopkeepers,-1,2,-1,-1,10,10,6,8,5,1,10,7,3,9,8,1,-1,3,10,-1,-1,10,2,8,5,4,-1
6QKNFN0,1/6/2014,M,M,1979,Groot,freelancers,10,6,2,6,0,4,3,5,1,10,-1,-1,4,8,10,9,2,10,4,8,0,5,-1,8,8,3,-1
PGCDKPZ,1/11/2014,M,M,1971,Groot,politicians,-1,-1,2,1,-1,-1,0,7,4,10,7,7,-1,0,10,-1,-1,-1,3,5,7,6,9,4,2,1,1
BTYQTLU,1/10/2019,M,M,1980,Black Widow,politicians,3,1,-1,7,4,-1,7,3,7,-1,1,-1,4,8,9,-1,0,0,8,-1,10,3,-1,10,-1,-1,-1
B9HLUYC,1/12/2019,F,M,1978,Captain America,engineers,7,-1,-1,2,10,2,9,6,10,3,10,5,10,9,0,7,1,10,8,2,7,0,3,0,3,3,-1
SMX9MN0,1/5/2017,M,M,1971,Ant-Man,politicians,-1,3,7,0,5,9,-1,1,9,4,-1,10,-1,6,2,-1,4,3,-1,10,1,0,3,-1,-1,6,10
BA8PJ5T,1/1/2019,F,M,1983,Thanos,politicians,-1,6,4,-1,-1,10,2,-1,3,8,10,-1,9,6,3,2,3,-1,10,8,-1,10,8,6,-1,-1,3
4PD8ZVO,1/1/2019,M,M,1993,Iron Man,politicians,10,-1,10,-1,8,-1,10,10,-1,-1,2,6,0,0,3,7,9,7,-1,4,9,2,-1,7,8,10,-1
FVA76FE,1/2/2016,M,M,1968,Black Widow,politicians,10,-1,7,-1,7,-1,3,-1,-1,8,5,-1,6,-1,0,2,5,-1,-1,10,-1,0,-1,10,-1,0,8
0VL8HMF,1/6/2017,F,M,1975,Thanos,politicians,9,-1,3,-1,8,10,10,2,5,6,10,4,4,-1,4,-1,-1,1,10,5,0,10,5,-1,9,-1,8
N30PQ7C,1/8/2019,M,M,1974,Spider-Man,politicians,7,0,-1,9,4,3,10,-1,1,1,6,1,6,3,1,10,-1,-1,6,7,-1,-1,10,1,9,3,10
XF310WP,1/12/2018,M,M,1993,Black Widow,politicians,-1,1,-1,8,5,-1,0,2,-1,-1,6,8,8,7,8,9,3,1,-1,9,1,4,-1,10,3,3,8
FLQASPJ,1/2/2019,M,M,1979,Pepper Potts,politicians,10,0,10,-1,-1,3,10,8,-1,-1,6,6,3,2,4,1,3,7,2,5,-1,4,9,5,2,-1,9
3B5QO4J,1/4/2016,M,M,1984,Loki,politicians,2,6,-1,10,8,6,7,10,-1,8,-1,3,2,4,-1,1,10,3,7,-1,8,7,3,2,-1,4,4
MXNNU7K,1/11/2019,M,U,1975,Thanos,politicians,8,-1,3,8,8,10,0,9,-1,8,10,-1,-1,0,0,-1,-1,7,10,2,8,10,3,7,3,0,5
ULTAENK,1/12/2016,F,S,1979,Iron Man,politicians,10,7,10,1,4,10,10,1,5,5,0,2,-1,-1,-1,7,-1,-1,1,-1,1,2,-1,5,5,-1,1
GLHZR3M,1/7/2019,F,M,1968,MJ,politicians,2,0,-1,-1,7,9,10,0,2,5,-1,9,4,-1,5,10,8,7,5,8,-1,-1,10,-1,-1,10,10
